word	menukad	lex	unvocalized_lex	POS	Prefix	Gender	Number	Person	Status	Tense	Binyan	Suffix	Suf_Gender	Suf_Number	Suf_Person	fAramaic	no_pipe_menukad	no_prefix_menukad
שלי	שֶׁלִּי	שֶׁל	של	SHEL_PREP								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	שֶׁלִּי	שֶׁלִּי
לוגיסטית	לוֹגִיסְטִית	לוֹגִיסְטִי	לוגיסטי	ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	לוֹגִיסְטִית	לוֹגִיסְטִית

מול	מוּל	מוּל	מול	PREPOSITION												False	מוּל	מוּל
ה|התרחשות	הַ|הִתְרַחֲשׁוּת	הִתְרַחֲשׁוּת	התרחשות	NOUN	DEFINITEARTICLE	FEMININE	SINGULAR		ABSOLUTE							False	הַהִתְרַחֲשׁוּת	הִתְרַחֲשׁוּת
אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
ערוך	עֲרֹךְ	ערך	ערך	VERB		MASCULINE	SINGULAR	PERSON_2		IMPERATIVE	BINYAN_PAAL					False	עֲרֹךְ	עֲרֹךְ
מיליטריסטית	מִילִיטָרִיסְטִית	מִילִיטָרִיסְטִי	מיליטריסטי	ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	מִילִיטָרִיסְטִית	מִילִיטָרִיסְטִית

אל	אֶל	אֶל	אל	PREPOSITION												False	אֶל	אֶל
מול	מוּל	מוּל	מול	PREPOSITION												False	מוּל	מוּל
עולם	עוֹלָם	עוֹלָם	עולם	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	עוֹלָם	עוֹלָם
הולך	הוֹלֵךְ	הלך	הלך	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	הוֹלֵךְ	הוֹלֵךְ
ו|מטמטם	וּ|מְטַמְטֵם	טמטם	טמטם	VERB	CONJUNCTION	MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PIEL					False	וּמְטַמְטֵם	מְטַמְטֵם
סאדיסטית	סָאדִיסְטִית	סָאדִיסְטִית	סָאדִיסְטִית	PROPERNAME		FEMININE	SINGULAR									False	סָאדִיסְטִית	סָאדִיסְטִית

עולם	עוֹלָם	עוֹלָם	עולם	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	עוֹלָם	עוֹלָם
אשר	אֲשֶׁר	אֲשֶׁר	אשר	CONJUNCTION												False	אֲשֶׁר	אֲשֶׁר
ליבו	לִבּוֹ	לֵב	לב	NOUN		MASCULINE	SINGULAR		ABSOLUTE			POSSESIVEPRONOUN	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_3	False	לִבּוֹ	לִבּוֹ
שלו	שֶׁלּוֹ	שֶׁל	של	SHEL_PREP								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_3	False	שֶׁלּוֹ	שֶׁלּוֹ
קפא	קָפָא	קפא	קפא	VERB		MASCULINE	SINGULAR	PERSON_3		PAST	BINYAN_PAAL					False	קָפָא	קָפָא
בו	בּוֹ	בְּ	ב	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_3	False	בּוֹ	בּוֹ
סטטיסטית	סְטָטִיסְטִית	סְטָטִיסְטִי	סטטיסטי	ADVERB												False	סְטָטִיסְטִית	סְטָטִיסְטִית

איך	אֵיךְ	אֵיךְ	איך	INTERROGATIVE												False	אֵיךְ	אֵיךְ
זה	זֶה	זֶה	זה	PRONOUN		MASCULINE	SINGULAR	PERSON_3								False	זֶה	זֶה
לחיות	לִחְיוֹת	חיי	חיי	VERB						TOINFINITIVE	BINYAN_PAAL					False	לִחְיוֹת	לִחְיוֹת
בתוך	בְּתוֹךְ	בְּתוֹךְ	בתוך	PREPOSITION												False	בְּתוֹךְ	בְּתוֹךְ
חברה	חֶבְרָה	חֶבְרָה	חברה	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	חֶבְרָה	חֶבְרָה
פוסט	פּוֹסְט	פּוֹסְט	פוסט	PREFIX												False	פּוֹסְט	פּוֹסְט
טראומטית	טְרָאוּמָטִית			ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	טְרָאוּמָטִית	טְרָאוּמָטִית

ש|מתמכרת	שֶׁ|מִּתְמַכֶּרֶת	מכר	מכר	VERB	RELATIVIZIER_SUBORDINATINGCONJUNCTION	FEMININE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_HITPAEL					False	שֶׁמִּתְמַכֶּרֶת	מִתְמַכֶּרֶת
ל|שנאה	לְ|שִׂנְאָה	שִׂנְאָה	שנאה	NOUN	PREPOSITION	FEMININE	SINGULAR		ABSOLUTE							False	לְשִׂנְאָה	שִׂנְאָה
נרקופטית	נִרְקוֹפְּטִית			ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	נִרְקוֹפְּטִית	נִרְקוֹפְּטִית

איך	אֵיךְ	אֵיךְ	איך	INTERROGATIVE												False	אֵיךְ	אֵיךְ
היא	הִיא	הוּא	הוא	PRONOUN		FEMININE	SINGULAR	PERSON_3								False	הִיא	הִיא
טובעת	טוֹבַעַת	טבע	טבע	VERB		FEMININE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	טוֹבַעַת	טוֹבַעַת
ב|ביצה	בַּ|בִּצָּה	בִּצָּה	ביצה	NOUN	DEFINITEARTICLE+PREPOSITION	FEMININE	SINGULAR		ABSOLUTE							False	בַּבִּצָּה	בִּצָּה
הבירוקרטית	הַבִּירוֹקְרָטִית			ADJECTIVE	DEFINITEARTICLE	FEMININE	SINGULAR		ABSOLUTE							False	הַבִּירוֹקְרָטִית	הַבִּירוֹקְרָטִית

עיניים	עֵינַיִם	עַיִן	עין	NOUN		FEMININE	PLURAL		ABSOLUTE							False	עֵינַיִם	עֵינַיִם
מתות	מֵתוֹת	מֵת	מת	ADJECTIVE		FEMININE	PLURAL		ABSOLUTE							False	מֵתוֹת	מֵתוֹת
ש|מביטות	שֶׁ|מַּבִּיטוֹת	נבט	נבט	VERB	RELATIVIZIER_SUBORDINATINGCONJUNCTION	FEMININE	PLURAL	PERSON_ANY		PRESENT	BINYAN_HIFIL					False	שֶׁמַּבִּיטוֹת	מַבִּיטוֹת
בי	בִּי	בְּ	ב	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	בִּי	בִּי
אנטיפטית	אַנְטִיפְּטִית			ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	אַנְטִיפְּטִית	אַנְטִיפְּטִית

כש|היא	כְּשֶׁ|הִיא	הוּא	הוא	PRONOUN		FEMININE	SINGULAR	PERSON_3								False	כְּשֶׁהִיא	הִיא
מטגנת	מְטַגֶּנֶת	טגן	טגן	VERB		FEMININE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PIEL					False	מְטַגֶּנֶת	מְטַגֶּנֶת
לי	לִי	לְ	ל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	לִי	לִי
ת'מוח	תִּ'מּוֹחַ	מוח	מוח	VERB		MASCULINE	SINGULAR	PERSON_2		FUTURE	BINYAN_NIFAL					False	תִּ'מּוֹחַ	תִּמּוֹחַ
סלולרית	סֵלוֹלָרֵית	סֵלוֹלָרֵית	סלולרית	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	סֵלוֹלָרֵית	סֵלוֹלָרֵית

היא	הִיא	הוּא	הוא	PRONOUN		FEMININE	SINGULAR	PERSON_3								False	הִיא	הִיא
ו|מצפונה	וּ|מַצְפּוּנָהּ	מַצְפּוּן	מצפון	NOUN	CONJUNCTION	MASCULINE	SINGULAR		ABSOLUTE			POSSESIVEPRONOUN	SUF_GENDER_FEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_3	False	וּמַצְפּוּנָהּ	מַצְפּוּנָהּ
ה|מפורר	הַ|מְּפוֹרָר	מְפוֹרָר	מפורר	ADJECTIVE	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַמְּפוֹרָר	מְפוֹרָר
מולקולרית	מוֹלֵקוּלָרִית	מוֹלֵקוּלָרִי	מולקולרי	ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	מוֹלֵקוּלָרִית	מוֹלֵקוּלָרִית

זה	זֶה	זֶה	זה	PRONOUN		MASCULINE	SINGULAR	PERSON_3								False	זֶה	זֶה
ה|מאוחסן	הַ|מְּאֻחְסָן	מְאֻחְסָן	מאוחסן	PARTICIPLE	DEFINITEARTICLE	MASCULINE	SINGULAR	PERSON_ANY	ABSOLUTE		BINYAN_PUAL					False	הַמְּאֻחְסָן	מְאֻחְסָן
ל|שעת	לִ|שְׁעַת	שָׁעָה	שעה	NOUN	PREPOSITION	FEMININE	SINGULAR		CONSTRUCT							False	לִשְׁעַת	שְׁעַת
ה|צורך	הַ|צֹּרֶךְ	צֹרֶךְ	צורך	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַצֹּרֶךְ	צֹרֶךְ
מודולרית	מוֹדוּלָרִית	מוֹדוּלָרִי	מודולרי	ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	מוֹדוּלָרִית	מוֹדוּלָרִית

זה	זֶה	זֶה	זה	PRONOUN		MASCULINE	SINGULAR	PERSON_3								False	זֶה	זֶה
ה|ממותג	הַ|מְּמֻתָּג	מְמֻתָּג	ממותג	PARTICIPLE	DEFINITEARTICLE	MASCULINE	SINGULAR	PERSON_ANY	ABSOLUTE		BINYAN_PUAL					False	הַמְּמֻתָּג	מְמֻתָּג
ה|משומן	הַ|מְּשֻׁמָּן	מְשֻׁמָּן	משומן	PARTICIPLE	DEFINITEARTICLE	MASCULINE	SINGULAR	PERSON_ANY	ABSOLUTE		BINYAN_PUAL					False	הַמְּשֻׁמָּן	מְשֻׁמָּן
כולו	כֻּלּוֹ	כֹּל	כול	QUANTIFIER					ABSOLUTE			ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_3	False	כֻּלּוֹ	כֻּלּוֹ
דולרית	דּוֹלָרִית	דּוֹלָרִית	דולרית	PROPERNAME		FEMININE	SINGULAR									False	דּוֹלָרִית	דּוֹלָרִית

מוק	מוּק	מוּק	מוק	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	מוּק	מוּק
בא	בָּא	בוא	בוא	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	בָּא	בָּא
ו|מבעיר	וּ|מַבְעִיר	בער	בער	VERB	CONJUNCTION	MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_HIFIL					False	וּמַבְעִיר	מַבְעִיר
את	אֶת	אֶת	את	AT_PREP												False	אֶת	אֶת
ה|אש	הָ|אֵשׁ	אֵשׁ	אש	NOUN	DEFINITEARTICLE	FEMININE	SINGULAR		ABSOLUTE							False	הָאֵשׁ	אֵשׁ
,	,			PUNCTUATION												False	,	,
מציף	מֵצִיף	צוף	צוף	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_HIFIL					False	מֵצִיף	מֵצִיף
אותה	אוֹתָהּ	אֶת	את	AT_PREP								ACCUSATIVENOMINATIVE	SUF_GENDER_FEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_3	False	אוֹתָהּ	אוֹתָהּ
ווקאלית	ווֹקָאלִית			ADVERB								ACCUSATIVENOMINATIVE				False	ווֹקָאלִית	ווֹקָאלִית

ה|מילים	הַ|מִּלִּים	מִלָּה	מילה	NOUN	DEFINITEARTICLE	FEMININE	PLURAL		ABSOLUTE							False	הַמִּלִּים	מִלִּים
שורפות	שׂוֹרְפוֹת	שׂרף	שׂרף	VERB		FEMININE	PLURAL	PERSON_ANY		PRESENT	BINYAN_PAAL					False	שׂוֹרְפוֹת	שׂוֹרְפוֹת
לא	לֹא	לֹא	לא	NEGATION												False	לֹא	לֹא
נשרפות	נִשְׂרָפוֹת	נִשְׂרָף	נשרף	PARTICIPLE		FEMININE	PLURAL	PERSON_ANY	ABSOLUTE		BINYAN_NIFAL					False	נִשְׂרָפוֹת	נִשְׂרָפוֹת
,	,			PUNCTUATION												False	,	,
עוקף	עוֹקֵף	עוֹקֵף	עוקף	PARTICIPLE		MASCULINE	SINGULAR	PERSON_ANY	ABSOLUTE		BINYAN_PAAL					False	עוֹקֵף	עוֹקֵף
ורבלית	וֶרְבָּלִית	וֶרְבָּלִי	ורבלי	ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	וֶרְבָּלִית	וֶרְבָּלִית

תמיד	תָּמִיד	תָּמִיד	תמיד	ADVERB												False	תָּמִיד	תָּמִיד
ב|תזוזה	בִּ|תְזוּזָה	תְּזוּזָה	תזוזה	NOUN	PREPOSITION	FEMININE	SINGULAR		ABSOLUTE							False	בִּתְזוּזָה	תְּזוּזָה
,	,			PUNCTUATION												False	,	,
מתנהג	מִתְנַהֵג	נהג	נהג	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_HITPAEL					False	מִתְנַהֵג	מִתְנַהֵג
מולטי	מוּלְטִי	מוּלְטִי	מולטי	PREFIX												False	מוּלְטִי	מוּלְטִי
סטאיילית	סְטַאיְלִית			ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	סְטַאיְלִית	סְטַאיְלִית

אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
לוחם	לוֹחֵם	לחם	לחם	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	לוֹחֵם	לוֹחֵם
את	אֶת	אֶת	את	AT_PREP												False	אֶת	אֶת
ה|קרבות	הַ|קְּרָבוֹת	קִרְבָה	קרבה	NOUN	DEFINITEARTICLE	FEMININE	PLURAL		ABSOLUTE							False	הַקְּרָבוֹת	קְרָבוֹת
שלי	שֶׁלִּי	שֶׁל	של	SHEL_PREP								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	שֶׁלִּי	שֶׁלִּי
מ|נטלית	מִ|נּטלית	נטלית	נטלית	PROPERNAME	PREPOSITION											False	מִנּטלית	נטלית

ב|דרכי	בְּ|דַרְכִּי	דֶּרֶךְ	דרך	NOUN	PREPOSITION	FEMININE	SINGULAR		ABSOLUTE			POSSESIVEPRONOUN	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	בְּדַרְכִּי	דַּרְכִּי
אל	אֶל	אֶל	אל	PREPOSITION												False	אֶל	אֶל
הלאה	הָלְאָה	הָלְאָה	הלאה	ADVERB												False	הָלְאָה	הָלְאָה
...	...			PUNCTUATION												False	...	...

ו|אם	וְ|אִם	אִם	אם	CONJUNCTION	CONJUNCTION											False	וְאִם	אִם
תאמרו	תֹּאמְרוּ	אמר	אמר	VERB		MASCULINE	PLURAL	PERSON_2		FUTURE	BINYAN_PAAL					False	תֹּאמְרוּ	תֹּאמְרוּ
אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
מגזים	מַגְזִים	גזם	גזם	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_HIFIL					False	מַגְזִים	מַגְזִים
עם	עִם	עִם	עם	PREPOSITION												False	עִם	עִם
זה	זֶה	זֶה	זה	PRONOUN		MASCULINE	SINGULAR	PERSON_3								False	זֶה	זֶה
דרמטית	דְּרָמָטִית	דְּרָמָטִי	דרמטי	ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	דְּרָמָטִית	דְּרָמָטִית

אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
אומר	אוֹמֵר	אמר	אמר	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	אוֹמֵר	אוֹמֵר
ש|דעתכם	שֶׁ|דַּעְתְּכֶם	דַּעַת	דעת	NOUN	RELATIVIZIER_SUBORDINATINGCONJUNCTION	FEMININE	SINGULAR		ABSOLUTE			POSSESIVEPRONOUN	SUF_GENDER_MASCULINE	SUF_NUMBER_PLURAL	SUF_PERSON_2	False	שֶׁדַּעְתְּכֶם	דַּעְתְּכֶם
לא	לֹא	לֹא	לא	NEGATION												False	לֹא	לֹא
רלוונטית	רֵלֵוַנְטִית	רֵלֵוַנְטִי	רלוונטי	ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	רֵלֵוַנְטִית	רֵלֵוַנְטִית

חותך	חוֹתֵךְ	חתך	חתך	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	חוֹתֵךְ	חוֹתֵךְ
ו|חונך	וְ|חוֹנֵךְ	חנך	חנך	VERB	CONJUNCTION	MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	וְחוֹנֵךְ	חוֹנֵךְ
ב|שטיפות	בִּ|שְׁטִיפוֹת	שְׁטִיפָה	שטיפה	NOUN	PREPOSITION	FEMININE	PLURAL		ABSOLUTE							False	בִּשְׁטִיפוֹת	שְׁטִיפוֹת
ה|מוח	הַ|מּוֹחַ	מוֹחַ	מוח	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַמּוֹחַ	מוֹחַ
אקרובטית	אַקְרוֹבָּטִית	אַקְרוֹבָּטִי	אקרובטי	ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	אַקְרוֹבָּטִית	אַקְרוֹבָּטִית

אי	אִי	אִי	אי	PREFIX												False	אִי	אִי
אפשר	אֶפְשָׁר	אֶפְשָׁר	אפשר	MODAL												False	אֶפְשָׁר	אֶפְשָׁר
לדחוס	לִדְחֹס	דחס	דחס	VERB						TOINFINITIVE	BINYAN_PAAL					False	לִדְחֹס	לִדְחֹס
אותי	אוֹתִי	אֶת	את	AT_PREP								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	אוֹתִי	אוֹתִי
לתוך	לְתוֹךְ	לְתוֹךְ	לתוך	PREPOSITION												False	לְתוֹךְ	לְתוֹךְ
סיסמה	סִיסְמָה	סִיסְמָה	סיסמה	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	סִיסְמָה	סִיסְמָה
קומפקטית	קוֹמְפַּקְטִית	קוֹמְפַּקְטִי	קומפקטי	ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	קוֹמְפַּקְטִית	קוֹמְפַּקְטִית

אי	אִי	אִי	אי	PREFIX												False	אִי	אִי
אפשר	אֶפְשָׁר	אֶפְשָׁר	אפשר	MODAL												False	אֶפְשָׁר	אֶפְשָׁר
לתייק	לְתַיֵּק	תיק	תיק	VERB						TOINFINITIVE	BINYAN_PIEL					False	לְתַיֵּק	לְתַיֵּק
אותי	אוֹתִי	אֶת	את	AT_PREP								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	אוֹתִי	אוֹתִי
,	,			PUNCTUATION												False	,	,
לשווק	לְשַׁוֵּק	שׁוק	שׁוק	VERB						TOINFINITIVE	BINYAN_PIEL					False	לְשַׁוֵּק	לְשַׁוֵּק
אותי	אוֹתִי	אֶת	את	AT_PREP								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	אוֹתִי	אוֹתִי
אותנטית	אוֹתֶנְטִית	אוֹתֶנְטִי	אותנטי	ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	אוֹתֶנְטִית	אוֹתֶנְטִית

אי	אִי	אִי	אי	PREFIX												False	אִי	אִי
אפשר	אֶפְשָׁר	אֶפְשָׁר	אפשר	MODAL												False	אֶפְשָׁר	אֶפְשָׁר
לספר	לְסַפֵּר	ספר	ספר	VERB						TOINFINITIVE	BINYAN_PIEL					False	לְסַפֵּר	לְסַפֵּר
אותי	אוֹתִי	אֶת	את	AT_PREP								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	אוֹתִי	אוֹתִי
,	,			PUNCTUATION												False	,	,
לשקר	לְשַׁקֵּר	שׁקר	שׁקר	VERB						TOINFINITIVE	BINYAN_PIEL					False	לְשַׁקֵּר	לְשַׁקֵּר
אותי	אוֹתִי	אֶת	את	AT_PREP								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	אוֹתִי	אוֹתִי
קוסמטית	קוֹסְמֵטִית	קוֹסְמֵטִי	קוסמטי	ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	קוֹסְמֵטִית	קוֹסְמֵטִית

ה|טוב	הַ|טּוֹב	טוֹב	טוב	ADJECTIVE	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַטּוֹב	טוֹב
ה|שב	הַ|שָּׁב	שׁוב	שׁוב	VERB	RELATIVIZIER_SUBORDINATINGCONJUNCTION	MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	הַשָּׁב	שָׁב
אל	אֶל	אֶל	אל	PREPOSITION												False	אֶל	אֶל
ה|יוצר	הַ|יּוֹצֵר	יוֹצֵר	יוצר	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַיּוֹצֵר	יוֹצֵר
אותו	אוֹתוֹ	אֶת	את	AT_PREP								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_3	False	אוֹתוֹ	אוֹתוֹ
מגנטית	מַגְנֵטִית	מַגְנֵטִי	מגנטי	ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	מַגְנֵטִית	מַגְנֵטִית

מקלף	מְקַלֵּף	קלף	קלף	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PIEL					False	מְקַלֵּף	מְקַלֵּף
את	אֶת	אֶת	את	AT_PREP												False	אֶת	אֶת
כל	כׇּל	כֹּל	כול	QUANTIFIER					CONSTRUCT							False	כׇּל	כׇּל
ה|מסיכות	הַ|מַּסֵּכוֹת	מַסֵּכָה	מסכה	NOUN	DEFINITEARTICLE	FEMININE	PLURAL		ABSOLUTE							False	הַמַּסֵּכוֹת	מַסֵּכוֹת
מכם	מִכֶּם	מִן	מין	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINE	SUF_NUMBER_PLURAL	SUF_PERSON_2	False	מִכֶּם	מִכֶּם
פואטית	פּוֹאֵטִית	פּוֹאֵטִי	פואטי	ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	פּוֹאֵטִית	פּוֹאֵטִית



#	#			PUNCTUATION												False	#	#
#	#			PUNCTUATION												False	#	#
#	#			PUNCTUATION												False	#	#
שיר	שִׁיר	שִׁיר	שיר	NOUN		MASCULINE	SINGULAR		CONSTRUCT							False	שִׁיר	שִׁיר
אהבה	אַהֲבָה	אַהֲבָה	אהבה	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	אַהֲבָה	אַהֲבָה
פשוט	פָּשׁוּט	פָּשׁוּט	פשוט	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	פָּשׁוּט	פָּשׁוּט
/	/			PUNCTUATION												False	/	/
איה	אַיָּה	אַיָּה	איה	PROPERNAME		MASCULINE	SINGULAR									False	אַיָּה	אַיָּה
כורם	כּוֹרֵם	כּוֹרֵם	כורם	PARTICIPLE		MASCULINE	SINGULAR	PERSON_ANY	ABSOLUTE		BINYAN_PAAL					False	כּוֹרֵם	כּוֹרֵם

עוד	עוֹד	עוֹד	עוד	ADVERB												False	עוֹד	עוֹד
יבוא	יָבוֹא	בוא	בוא	VERB		MASCULINE	SINGULAR	PERSON_3		FUTURE	BINYAN_PAAL					False	יָבוֹא	יָבוֹא
לנו	לָנוּ	לְ	ל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_PLURAL	SUF_PERSON_1	False	לָנוּ	לָנוּ
בוקר	בֹּקֶר	בֹּקֶר	בוקר	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	בֹּקֶר	בֹּקֶר
,	,			PUNCTUATION												False	,	,
מתוך	מִתּוֹךְ	מִתּוֹךְ	מתוך	PREPOSITION												False	מִתּוֹךְ	מִתּוֹךְ
ה|סדינים	הַ|סְּדִינִים	סָדִין	סדין	NOUN	DEFINITEARTICLE	MASCULINE	PLURAL		ABSOLUTE							False	הַסְּדִינִים	סְדִינִים

יעלה	יַעֲלֶה	עלי	עלי	VERB		MASCULINE	SINGULAR	PERSON_3		FUTURE	BINYAN_HIFIL					False	יַעֲלֶה	יַעֲלֶה
שוב	שׁוּב	שׁוּב	שוב	ADVERB												False	שׁוּב	שׁוּב
ריחו	רֵיחוֹ	רֵיחַ	ריח	NOUN		MASCULINE	SINGULAR		ABSOLUTE			POSSESIVEPRONOUN	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_3	False	רֵיחוֹ	רֵיחוֹ
של	שֶׁל	שֶׁל	של	SHEL_PREP												False	שֶׁל	שֶׁל
ה|גוף	הַ|גּוּף	גּוּף	גוף	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַגּוּף	גּוּף
.	.			PUNCTUATION												False	.	.

יצחקו	יִצְחֲקוּ	צחק	צחק	VERB		MASCULINE	PLURAL	PERSON_3		FUTURE	BINYAN_PAAL					False	יִצְחֲקוּ	יִצְחֲקוּ
צהריים	צׇהֳרַיִם	צׇהֳרַיִם	צוהריים	NOUN		MASCULINE	DUAL		ABSOLUTE							False	צׇהֳרַיִם	צׇהֳרַיִם
חזק	חָזָק	חָזָק	חזק	ADVERB												False	חָזָק	חָזָק
בפנים	בִּפְנִים	פְּנִים	פנים	ADVERB												False	בִּפְנִים	בִּפְנִים

ו|צחוקם	וּ|צְחוֹקָם	צְחוֹק	צחוק	NOUN	CONJUNCTION	MASCULINE	SINGULAR		ABSOLUTE			POSSESIVEPRONOUN	SUF_GENDER_MASCULINE	SUF_NUMBER_PLURAL	SUF_PERSON_3	False	וּצְחוֹקָם	צְחוֹקָם
מסנוור	מְסַנְוֵר	מְסַנְוֵר	מסנוור	PARTICIPLE		MASCULINE	SINGULAR	PERSON_ANY	CONSTRUCT		BINYAN_PIEL					False	מְסַנְוֵר	מְסַנְוֵר
